"Amount below which customer could be exempt from strong authentication. Needs subscription to « Selective 3DS1 » or « Frictionless 3DS2 » options. For more information, refer to the module documentation.","Valor abaixo do qual o comprador poderá ser isento da autenticação forte. Requer a contratação da opção « Selective3DS1 » ou da opção « Frictionless 3DS2 ». Para maiores informações, consulte a documentação do módulo."
"RETURN TO SHOP","VOLTAR PARA A LOJA"
"Automatic redirection","Redirecionamento automático"
"If enabled, the buyer is automatically redirected to your site at the end of the payment.","Se ativa, o comprador será redirecionado automaticamente para seu site no final de pagamento."
"Redirection timeout on success","Tempo antes do redirecionamento (sucesso)"
"Time in seconds (0-300) before the buyer is automatically redirected to your website after a successful payment.","Tempo em segundos (0-300) antes do redirecionamento automático do seu comprador para seu site, quando o pagamento foi realizado com sucesso."
"Redirection message on success","Mensagem antes do redirecionamento (sucesso)"
"Message displayed on the payment page prior to redirection after a successful payment.","Mensagem exibida na página de pagamento antes do redirecionamento após um pagamento realizado com sucesso."
"Redirection timeout on failure","Tempo antes do redirecionamento (falha)"
"Time in seconds (0-300) before the buyer is automatically redirected to your website after a declined payment.","Tempo em segundos (0-300) antes do redirecionamento automático do seu comprador para seu site, quando o pagamento falhou."
"Redirection message on failure","Mensagem antes do redirecionamento (falha)"
"Message displayed on the payment page prior to redirection after a declined payment.","Mensagem exibida na página de pagamento antes do redirecionamento, quando o pagamento falhou."
"Return mode","Modo de retorno"
"Method that will be used for transmitting the payment result from the payment page to your shop.","Maneira do comprador enviar o resultado do pagamento quando voltar à loja."
"GET (parameters in the URL)","GET (parâmetros na URL)"
"POST (form)","POST (formulário)"
"Registered orders status","Status dos pedidos salvos"
"Status of orders when payment is successfull.","Status dos pedidos cujo pagamento foi realizado com sucesso."
"Invoice creation","Criação da fatura"
"Automatically create invoice when payment is successfull.","Criar a fatura automaticamente se o pagamento for realizado com sucesso."
"Capture order on invoice creation","Capture o pedido ao criar a fatura"
"Automatically validate payment when invoice is created.","Valide o pagamento automaticamente ao criar a fatura."
"ADDITIONAL OPTIONS","OPÇÕES ADICIONAIS"
"Send shopping cart details","Enviar o detalhe do carrinho"
"If you disable this option, the shopping cart details will not be sent to the gateway. Attention, in some cases, this option has to be enabled. For more information, refer to the module documentation.","Se desativar esta opção, o detalhe do carrinho não será enviado à plataforma. Vale lembrar que em certos casos, esta opção deve estar ativa. Consulte a documentação para maiores informações."
"Shipping options","Opções de entregas"
"Define the PayZen information about all shipping methods.<br /><b>Method title: </b>The label of the shipping method.<br /><b>Type: </b>The delivery type of shipping method.<br /><b>Rapidity: </b>Select whether the delivery is STANDARD or EXPRESS.<br /><b>Delay: </b>Select the delivery delay if rapidity is &laquo; Priority &raquo;.<br /><b>Entries marked with * are newly added and must be configured.</b>","Definir as informações PayZen sobre os métodos de entrega usados.<br /><b>Título do método: </b>O nome do método entrega.<br /><b>Tipo: </b>O tipo de transporte.<br /><b>Rapidez: </b>Selecione a rapidez de entrega.<br /><b>Prazo: </b>Selecione o prazo de entrega se a rapidez for &laquo; Prioridade &raquo;.<br /><b>As entradas marcadas com * são novas e devem ser configuradas.</b>"
"Method title","Título do método"
"Type","Tipo"
"Delivery company","Companhia de entrega"
"Reclaim in shop","Retirada na loja"
"Relay point","Ponto de retirada"
"Reclaim in station","Retirada na transportadora"
"Rapidity","Rapidez"
"Standard","Default"
"Express","Express"
"Priority ","Prioridade"
"Delay","Prazo"
"<= 1 hour","<= 1 hora"
"> 1 hour","> 1 hora"
"Immediate","Imediato"
"24/7","24horas 7dias por semana"
"Online transactions currency","Moeda de transações on-line"
"Currency used for PayZen payment transactions processing. Possible values:<br /><b>Display currency: </b>The store view or display currency for buyer.<br /><b>Base currency: </b>The base currency of Magento.","Moeda usada para processamento de transações de pagamento PayZen. Valores possíveis:<br /><b>Moeda de exibição: </b>A visualização da loja ou moeda de exibição para o comprador.<br /><b>Moeda Base: </b>A moeda base do Magento."
"Display currency","Moeda de exibição"
"Base currency","Moeda Base"
"DISPLAY OPTIONS","OPÇÕES DE EXIBIÇÃO"
"Activation","Ativação"
"Enables / disables this payment method.","Ativa / desativa este método de pagamento."
"Yes","Sim"
"No","Não"
"Sort order ","Ordem de classificação"
"In the payment methods list.","Na lista dos meios de pagamento."
"Method title","Título do método"
"Method title to display on payment means page.","Título do método para exibir na página dos meios de pagamento."
"Restrict to some countries","Restringir a certos países"
"Buyer's billing countries in which this payment method is available.","País de faturamento do comprador onde este método de pagamento está disponível."
"All Allowed Countries","Todos os países permitido"
"Specific Countries","Países específicos"
"Authorized countries","Países autorizados"
"Logo","Logo"
"Allowed file types: jpeg, gif, png. ","Tipos de arquivo permitidos: jpeg, gif, png."
"RESTRICTIONS","RESTRIÇÕES"
"Customer group amount restriction","Restrição no valor por grupo de cliente"
"Customer group","Grupo de clientes"
"Minimum amount","Valor mínimo"
"Maximum amount","Valor máximo"
"Define amount restriction for each customer group.","Definir a restrição sobre o valor para cada grupo de cliente."
"ALL GROUPS","TODOS OS GRUPOS"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration.","A quantidade de dias antes da captura no banco. Digitar um valor somente se for diferente das configurações gerais PayZen."
"ADVANCED OPTIONS","OPÇÕES AVANÇADAS"
"Payment data entry mode","Modo de digitar os dados de pagamento"
"Select how the payment data will be entered. Attention, to use embedded payment fields, you must ensure that you have subscribed to this option with PayZen.","Selecione a maneira como serão digitados os dados de pagamento. Atenção, para usar os campos de pagamento incorporados, deve verificar que contratou esta opção no PayZen."
"Bank data acquisition on payment gateway","Aquisição dos dados na plataforma de pagamento"
"Card type selection on merchant site","Seleção do tipo de cartão no site EC"
"Payment page integrated to checkout process (iframe mode)","Página de pagamento incorporada ao túnel de compra (modo iframe)"
"Embedded payment fields on merchant site (REST API)","Campos de pagamento incorporados no site EC (API REST)"
"Embedded Smartform on merchant site (REST API)","Smartform incorporado en el sitio web vendedor (API REST)"
"Embedded Smartform extended on merchant site with logos (REST API)","Smartform extendido incorporado en el sitio web vendedor com logotipos (API REST)"
"Embedded Smartform extended on merchant site without logos (REST API)","Smartform extendido incorporado en el sitio web vendedor sem logotipos (API REST)"
"Payment by token","Pagamento por token"
"The payment by token allows to pay orders without re-entering bank data at each payment. The <b>Payment by token</b> option should be enabled on your PayZen store to use this feature.","O pagamento por token permite pagar um pedido sem digitar de novo os dados bancários a cada pagamento. A opção <b>Pagamento por token</b> deve estar ativa na sua loja PayZen para usar esta funcionalidade."
"Warning, some payment means are not compatible with an integration by iframe. Please consult the documentation for more details.","Atenção, certos meios de pagamento não são compatíveis com uma integração por iframe. Consulte a documentação para maiores detalhes."
"REST API SETTINGS","PARÂMETROS DA API REST"
"CUSTOMIZATION","PERSONALIZAÇÃO"
"Theme","Tema"
"Select a theme to use to display embedded payment fields or Smartform. For more customization, you can edit module template manually.","Selecione o tema que quer usar para exibir os campos de pagamento incorporados ou Smartform. Para personalizar mais, pode editar manualmente o template do módulo."
"Custom fields placeholders","Placeholders personalizados dos campos"
"Field","Campo"
"Placeholder","Placeholder"
"Texts to use as placeholders for embedded payment fields.","Textos para usar como placeholders para os campos de pagamento incorporados."
"Register card label","Salvar rótulo do cartão"
"Label displayed to invite buyers to register their card data.","Rótulo exibindo para convidar os compradores a salvar os dados do cartão."
"Payment attempts number","Quantidade de tentativas de pagamento"
"Maximum number of payment by cards retries after a failed payment (between 0 and 2). If blank, the gateway default value is 1.","Quantidade máxima de novas tentativas de pagamento com cartão após um pagamento não sucedido (entre 0 e 2). Se não preenchido, o valor default do gateway será 1."
"Always update order status","Sempre atualize o status do pedido"
"Possibility to update order status on each payment attempt.","Possibilidade de atualizar o status do pedido a cada tentativa de pagamento."
"ATTENTION: The payment in installments feature activation is subject to the prior agreement of Société Générale.<br />If you enable this feature while you have not the associated option, an error 10000 – INSTALLMENTS_NOT_ALLOWED or 07 - PAYMENT_CONFIG will occur and the buyer will not be able to pay.","ATENÇÃO: Ativar a funcionalidade de pagamento em x vezes é submetido ao acordo prévio da Société Générale.<br />Se você ativar esta funcionalidade sem dispor desta opção, um erro 10000 – INSTALLMENTS_NOT_ALLOWED ou 07 - PAYMENT_CONFIG será gerado e o comprador estará na incapacidade de pagar."
"PAYMENT OPTIONS","OPÇÕES DE PAGAMENTO"
"Payment options","Opções de pagamento"
"Click on &laquo; Add &raquo; button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Contract: </b>ID of the contract to use with the option (leave blank preferably).<br /><b>Count: </b>Total number of installments.<br /><b>Period: </b>Delay (in days) between installments.<br /><b>1st installment: </b>Amount of first installment, in percentage of total amount. If empty, all installments will have the same amount.","Clique no botão Adicionar para configurar uma ou mais opções de pagamento.<br /><b>Rótulo: </b>Texto descrevendo a opção de pagamento múltiplo.<br /><b>Valor min.: </b>Valor mínimo para propor a opção.<br /><b>Valor max.: </b>Valor máximo para propor a opção.<br /><b>Contrato: </b>ID do contrato para usar com a opção (deixar vazio de preferência).<br /><b>Contagem: </b>Quantidade total de pagamentos.<br /><b>Período: </b>Prazo entre dois pagamentos (em dias).<br /><b>1º pagamento: </b>Valor do primeiro pagamento em percentagem do total. Se vazio, todos os pagamentos terão o mesmo valor."
"Add","Adicionar"
"Delete","Apagar"
"Label ","Rótulo"
"Min. amount","Valor min."
"Max. amount","Valor max."
"Contract","Contrato"
"Count ","Contagem"
"Period","Período"
"1st installment","1° pagamento"
"Action","Ação"
"Gift card types","Tipos de cartões presente"
"Select the gift card types that can be used for the payment.","Selecione os tipos de cartão presente que poderão ser usados para o pagamento."
"Add cards","Adicionar cartões"
"Click on button to add one or more new gift cards.<br /><b>Card code: </b>The PayZen exact gift card code.<br /><b>Card label: </b>The label of the new gift card.<br /><b>Card logo: </b>The gift card logo to display on payment method selection page.","Clique no botão para adicionar um ou mais novos cartões presentes.<br /><b>Código do cartão: </b>O código PayZen do novo cartão presente.<br /><b>Rótulo do cartão: </b>A rótulo do novo cartão presente.<br /><b>Logo do cartão: </b>O logo do cartão presente para exibir na página de seleção dos métodos de pagamento."
"Card code","Código do cartão"
"Card label","Rótulo do cartão"
"Card logo","Logo do cartão"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration. This setting is considered only if the buyer uses another CC to complete the payment.","A quantidade de dias antes da captura no banco. Digitar um valor somente se for diferente das configurações gerais PayZen. Este parâmetro somente será levado em conta se o comprador finalizar o pagamento com outro cartão."
"If manual is selected, you will have to confirm payments manually in your PayZen Back Office. This setting is considered only if the buyer uses another CC to complete the payment.","Em modo manual, deve confirmar os pagamentos no Back Office PayZen. Este parâmetro será levado em conta somente se o comprador finalizar o pagamento com um outro cartão."
"Card type selection","Seleção do tipo de cartão"
"Select where card type will be selected by buyer.","Selecione onde o comprador selecionará o tipo de cartão."
"Add payment means","Adicionar meios de pagamento"
"Click on &laquo; Add &raquo; button to add one or more new payment means.<br /><b>Code: </b>The code of the means of payment as expected by PayZen gateway.<br /><b>Label: </b>The default label of the means of payment.","Clique no botão &laquo; Adicionar &raquo; para adicionar um ou mais meios de pagamento.<br /><b>Código : </b>O código do meio de pagamento como esperado pela plataforma PayZen.<br /><b>Rótulo : </b>A rótulo default do meio de pagamento."
"On payment gateway","Na plataforma de pagamento"
"On merchant site","No site EC"
"Enable options selection","Ativar a seleção das opções"
"Enable payment options selection on merchant site.","Ativar a seleção das opções de pagamento no site EC."
"Click on Add button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend (the %c, %r and %a patterns will be respectively replaced by payments count, option rate and option amount).<br /><b>Code: </b>The option code as defined in your Oney contract.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Count: </b>Total number of payments.<br /><b>Rate: </b>The interest rate in percentage.","Clique no botão Adicionar para configurar uma ou mais opções de pagamento.<br /><b>Rótulo: </b>Texto descrevendo a opção de pagamento (os códigos %c, %r e %a serão substituídos sucessivamente pela quantidade de pagamento, a taxa de juros e o valor da opção).<br /><b>Código: </b>O código da opção como definido no seu contrato Oney.<br /><b>Valor min.: </b>Valor mínimo para propor a opção.<br /><b>Valor max.: </b>Valor máximo para propor a opção.<br /><b>Contagem: </b>Quantidade total de pagamentos.<br /><b>Taxa: </b>A taxa de juros para a opção."
"Rate ","Taxa"
"Code ","Código"
"Define amount restriction for each card.","Definir a restrição no valor para cada cartão."
"SEPA direct debit mode","Mode de débito em conta SEPA"
"Select SEPA direct debit mode. Attention, the two last choices require the payment by token option on PayZen.","Selecione o modo de débito SEPA. Atenção, as duas últimas escolhas requerem a opção pagamento por código no PayZen."
"One-off SEPA direct debit","Débito SEPA pontual"
"Register a recurrent SEPA mandate with direct debit","Salvar um mandado SEPA recorrente com débito em conta"
"Register a recurrent SEPA mandate without direct debit","Salvar um mandado SEPA recorrente sem débito em conta"
"Payment in %s times","Pagamento em %s vezes"
"Configure Full CB payment options.<br /><b>Label : </b>The option label to display on the frontend.<br /><b>Min amount: </b>Minimum amount to enable the payment option.<br /><b>Max amount: </b>Maximum amount to enable the payment option.<br /><b>Rate: </b>The interest rate in percentage.<br /><b>Cap: </b>Maximum fees amount of payment option.","Configure as opções de pagamento Full CB.<br /><b>Rótulo: </b>Texto descrevendo a opção de pagamento.<br /><b>Valor min: </b>Valor mínimo para propor a opção.<br /><b>Valor max: </b>Valor máximo para propor a opção.<br /><b>Taxa: </b>A taxa de juros para a opção.<br /><b>Teto: </b>Valor máximo das despesas administrativas para a opção."
"Cap","Teto"
"Fees","Custos"
"With fees","Com custos"
"Without fees","Sem custos"
"Click on &laquo; Add &raquo; button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend (the %c pattern will be replaced by payments count).<br /><b>Count: </b>Total number of payments.<br /><b>Fees: </b>Choose whether or not to apply fees.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.","Clique no botão &laquo; Adicionar &raquo; para configurar uma ou mais opções de pagamento.<br /><b>Rótulo: </b>Texto descrevendo a opção de pagamento (o código %c será substituído pela quantidade de pagamentos).<br /><b>Contagem: </b>Quantidade total de pagamentos.<br /><b>Custos: </b>Escolher de aplicar ou custos ou não.<br /><b>Valor min.: </b>Valor mínimo para propor a opção.<br /><b>Valor max.: </b>Valor máximo para propor a opção."
"Method title to display on payment means page. Used only if &laquo; Regroup payment means &raquo; option is enabled.","Título do método para exibir na página dos meios de pagamento. Somente usado se a opção &laquo; Agrupar os meios de pagamento &raquo; está ativa."
"Allowed file types: jpeg, gif, png. Used only if &laquo; Regroup payment means &raquo; option is enabled.","Tipos de arquivo permitidos: jpeg, gif, png. Somente usado se a opção &laquo; Agrupar os meios de pagamento &raquo; estiver ativada."
"Regroup payment means","Agrupar os meios de pagamento"
"If this option is enabled, all the payment means added in this section will be displayed within the same payment submodule.","Se esta opção estiver ativa, os meios de pagamento adicionados nesta seção estarão exibidos no mesmo sub-módulo de pagamento."
"Payment means","Meios de pagamento"
"Countries","País"
"Cart data","Dados do carrinho"
"Click on &laquo; Add &raquo; button to configure one or more payment means.<br /><b>Label: </b>The label of the means of payment to display on your site.<br /><b>Means of payment: </b>Choose the means of payment you want to propose.<br /><b>Countries: </b>Countries where the means of payment will be available. Leave blank to authorize all countries.<br /><b>Min. amount: </b>Minimum amount to enable the means of payment.<br /><b>Max. amount: </b>Maximum amount to enable the means of payment.<br /><b>Capture delay: </b>The number of days before the bank capture. Enter value only if different from PayZen general configuration.<br /><b>Validation mode: </b>If manual is selected, you will have to confirm payments manually in your PayZen Back Office.<br /><b>Cart data: </b>If you disable this option, the shopping cart details will not be sent to the gateway. Attention, in some cases, this option has to be enabled. For more information, refer to the module documentation.<br /><b>Integrated mode: </b>If you enable this option, the payment mean will be displayed in the Smartform. Attention, not all available payment means are supported by the Smartform. For more information, refer to the module documentation.","Clique no botão &laquo; Adicionar &raquo; para configurar um ou mais meios de pagamento.<br /><b>Rótulo: </b>A rótulo do meio de pagamento para exibir no seu site.<br /><b>Meio de pagamento: </b>Escolher o meio de pagamento que você quer propor.<br /><b>País: </b>País onde o meio de pagamento está disponível. Deixar vazio para autorizar todos os países.<br /><b>Valor min: </b>Valor mínimo para propor o meio de pagamento.<br /><b>Valor max: </b>Valor máximo para propor o meio de pagamento.<br /><b>Prazo de captura: </b>A quantidade de dias antes da captura no banco. Digitar um valor somente se for diferente das Configurações Gerais PayZen.<br /><b>Modo de validação: </b>Em modo manual, deverá confirmar os pagamentos no Back Office PayZen.<br /><b>Dados carrinho: </b>Se desativar esta opção, o detalhe do carrinho não será enviado à plataforma. Vale lembrar que em certos casos, esta opção deve estar ativa. Consulte a documentação para maiores informações.<span id='payzen_integrated_mode_desc'><br /><b>Modo integrado: </b>Se você ativar esta opção, a forma de pagamento será exibida em um Smartform. Atenção, nem todos os meios de pagamento disponíveis são suportados pelo Smartform. Para maiores informações, consulte a documentação do módulo.</span>"
"Click on Add button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend (the %c and %r patterns will be respectively replaced by payments count and option rate).<br /><b>Code: </b>The option code as defined in your Oney contract.<br /><b>Means of payment: </b>Choose the means of payment you want to propose.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Count: </b>Total number of payments.<br /><b>Rate: </b>The interest rate in percentage.","Clique no botão Adicionar para configurar uma ou mais opções de pagamento.<br /><b>Rótulo: </b>Texto descrevendo a opção de pagamento (os códigos %c e %r serão substituídos pela quantidade de pagamentos e a taxa de juros).<br /><b>Código: </b>O código da opção como definido no seu contrato Oney.<br /><b>Valor min.: </b>Valor mínimo para propor a opção.<br /><b>Valor max.: </b>Valor máximo para propor a opção.<br /><b>Quantidade: </b>Quantidade total de pagamentos.<br /><b>Taxa: </b>A taxa de juros para a opção."

"Customer data","Dados do cliente"
"Data","Dados"
"Magento field ID","ID do campo Magento"
"CPF/CNPJ","CPF/CNPJ"
"Address number","Número de endereço"
"Neighborhood","Bairro"
"Match each customer data with the corresponding field in Magento.<br /><b>CPF/CNPJ: </b>Custom field where CPF/CNPJ is saved on shop.<br /><b>Address number: </b>Custom field where address number is saved on shop.<br /><b>Neighborhood: </b>Custom field where address neighborhood is saved on shop.","Combine os dados de cada cliente com o campo correspondente no Magento.<br /><b>CPF/CNPJ: </b>Campo personalizado onde o CPF/CNPJ é salvo na loja.<br /><b>Número de endereço: </b>Campo personalizado onde o número de endereço é guardado na loja.<br /><b>Bairro: </b>Campo personalizado onde a bairro do endereço é guardado na loja."

"The configuration of the PayZen module has been successfully reset.","A configuração do módulo PayZen foi reiniciada com sucesso."
"Thank you for contacting us. Your email has been successfully sent.","Favor entrar em contato conosco. Seu email foi enviado com sucesso."
"The field &laquo; %1 &raquo; is invalid: please check column &laquo; %2 &raquo; of the option %3 in section &laquo; %4 &raquo;.","O campo &laquo; %1 &raquo; é inválido: favor verificar a coluna &laquo; %2 &raquo; da opção %3 na seção &laquo; %4 &raquo;."
"Invalid value for field &laquo; %1 &raquo; in section &laquo; %2 &raquo;.","Valor inválido para o campo &laquo; %1 &raquo; na seção &laquo; %2 &raquo;."
"The field &laquo; %1 &raquo; is required for section &laquo; %2 &raquo;.","O campo &laquo; %1 &raquo; é obrigatório para a seção &laquo; %2 &raquo;."
"You cannot enable several options with the same means of payment.","Não pode ativar mais de uma opção com o mesmo meio de pagamento."
"Too many card types are selected.","A seleção contém demais tipos de cartões."
"Please configure &laquo; ADDITIONAL OPTIONS &raquo; part of &laquo; PayZen &raquo; section.","Favor configurar a parte &laquo; OPÇÕES ADICIONAIS &raquo; da seção &laquo; PayZen &raquo;."
"Please enter a value for &laquo; ALL GROUPS - %1 &raquo; in &laquo; %2 &raquo; section as agreed with Banque Accord.","Favor digitar um valor para o campo &laquo; TODOS OS GRUPOS - %1 &raquo; na seção &laquo; %2 &raquo; como estabelecido com o Banco Accord."
"Customer ID &laquo; %1 &raquo; does not match PayZen specifications.","O ID cliente &laquo; %1 &raquo; não corresponde às especificações PayZen."
"Product reference &laquo; %1 &raquo; does not match PayZen specifications.","A referência produto &laquo; %1 &raquo; não corresponde às especificações PayZen."
"The next order ID  &laquo; %1 &raquo; does not match PayZen specifications.","O ID para o próximo pedido &laquo; %1 &raquo; não corresponde às especificações PayZen."
"This field must agree to the regular expression %1.","Este campo deve respeitar a expressão regular %1."
"Oney payment cannot be used.","O pagamento Oney não pode ser usado."
"Payment Method","Método de pagamento"
"Sequence Number","Número de sequência"
"Transaction Type","Tipo de transação"
"Amount","Valor"
"Transaction ID","Número de transação"
"Transaction UUID","UUID de transação"
"Extra Transaction ID","Referência externa"
"Transaction Status","Status da transação"
"Means of payment","Meio de pagamento"
"(card brand chosen by buyer)","(bandeira de cartão escolhida pelo comprador)"
"(default card brand used)","(bandeira de cartão default usada)"
"Expiration Date","Data de vencimento"
"Card Number","Número de Cartão"
"3DS Authentication","Autenticação 3DS"
"Authorized amount","Valor autorizado"
"Installments number","Quantidades de parcelas"
"Authentication Type","Tipo de autenticação"
"3DS Certificate","Certificado 3DS"
"Fraud Control Result:","Resultados dos controles de fraude:"
"Advanced Risk Assessment Result:","Resultado da gestão dos riscos avançada:"
