"Define the FacilyPay Oney information about all shipping methods.<br /><b>FacilyPay Oney label: </b>The label of the shipping method (use 55 alphanumeric characters, accentuated characters and these special characters: space, slash, hyphen, apostrophe).<br /><b>Type: </b>The delivery type of shipping method.<br /><b>Speed: </b>Select whether the delivery is STANDARD or EXPRESS.<br /><b>Entries marked with * are newly added and must be configured.</b>","Benutzen der FacilyPay Oney Informationen bei allen Liefermöglichkeiten.<br /><b>FacilyPay Oney Name: </b>Der Name der Liefermöglichkeit muss folgenden Kriterien entsprechen (55 alphanumerische Zeichen benutzen, Akzente und Sonderzeichen: Leertaste, QUerstrick, Bindestrich, Auslassungszeichen).<br /><b>Type: </b>Versandart der Versandmöglichkeit.<br /><b>Lieferzeit: </b>Wählen Sie die Lieferzeit aus STANDARD oder EXPRESS (mindestens 24 Std.).<br /><b>Die Einträge mit * markiert sind neu und müssen eingestellt werden.</b>"
"Method title","Titel Zahlungsweise"
"FacilyPay Oney label","FacilyPay Oney Name"
"Type","Art"
"Delivery company","Zustelldienst"
"Reclaim in shop","Ausgabe im Shop"
"Relay point","Annahmestelle"
"Reclaim in station","Ausgabe bei Station"
"Speed","Geschwindigkeit"
"Standard","Standard"
"Express","Express"
"DISPLAY OPTIONS","ANZEIGEOPTIONEN"
"Activation","Aktiviert"
"Enables / disables this payment method.","Aktiviert / Deaktiviert dieses Zahlungsmodus."
"Yes","Ja"
"No","Nein"
"Sort order","Reihenfolge"
"In the payment methods list.","In der Liste der Zahlungsmittel."
"Method title","Titel"
"Method title to display on payment means page.","Method Titel auf Zahlungsmittel Seite angezeigt werden soll."
"Restrict to some countries","Dieses Zahlungsmittel für einige Länder eingrenzen"
"Buyer's billing countries in which this payment method is available.","Buyer's billing countries in which this payment method is available."
"All Allowed Countries","Alle Länder erlaubt"
"Specific Countries","Specific Countries"
"Authorized countries","Erlaubte Länder"
"Logo","Logo"
"Allowed file types: jpeg, gif, png.","Erlaubte Dateitypen: jpeg, gif, png"
"RESTRICTIONS","BESCHRÄNKUNGEN"
"Customer group amount restriction","Kundengruppe Menge Einschränkung"
"Customer group","Kundengruppe"
"Minimum amount","Mindestbetrag"
"Maximum amount","Höchstbetrag"
"Define amount restriction for each customer group.","Definieren Menge Beschränkung für jede Kundengruppe."
"ALL GROUPS","ALLE GRUPPEN"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration.","Anzahl der Tage bis zum Einzug der Zahlung. Geben Sie Wert nur, wenn anders PayZen allgemeine Konfiguration."
"ADVANCED OPTIONS","ERWEITERTE OPTIONEN"
"Bank data acquisition mode","Eingabemodus für Karteninformationen"
"Select how the credit card infos will be entered. Attention, to use data acquisition on the merchant site, you must ensure that you have subscribed to this option with PayZen.","Wählen Sie die Eingabeart der Kreditkartendaten aus. Achtung, um die Daten speichern zu können, müssen Sie diese Option bei PayZen unterschrieben haben."
"Bank data acquisition on payment gateway","Einspeisung der Karteninformationen in die Zahlungsschnittstelle"
"Card type selection on merchant site","Auswahl des Kartentyps auf Händlerwebseite"
"Payment page integrated to checkout process (iframe mode)","Bezahlung Seite integriert Checkout-Prozess (iframe-Modus)"
"Embedded payment fields (REST API)","Eingebettete Zahlungsfelder (REST API)"
"Payment by token","Zahlung per Alias"
"The payment by token allows to pay orders without re-entering bank data at each payment. The <b>Payment by token</b> option should be enabled on your PayZen store to use this feature.","The payment by token allows to pay orders without re-entering bank data at each payment. The <b>Payment by token</b> option should be enabled on your PayZen store to use this feature."
"REST API SETTINGS","REST API EINSTELLUNGEN"
"REST API keys are available in your PayZen Back Office (menu: Settings > Shops > REST API keys).","REST API keys are available in your PayZen Back Office (menu: Settings > Shops > REST API keys)."
"Test password","Testpasswort"
"Production password","Passwort Produktion"
"Public test key","Öffentlicher Schlüssel (Test)"
"Public production key","Öffentlicher Produktionsschlüssel"
"HMAC-SHA-256 test key","Schlüssel HMAC-SHA-256 für Test"
"HMAC-SHA-256 production key","Schlüssel HMAC-SHA-256 für Produktion"
"API REST Notification URL","API REST Benachrichtigung-URL"
"CUSTOMIZATION","PERSONALISIERUNG"
"Theme","Thema"
"Select a theme to use to display embedded payment fields. For more customization, you can edit module template manually.","Select a theme to use to display embedded payment fields. For more customization, you can edit module template manually."
"Custom fields placeholders","Custom fields placeholders"
"Field","Field"
"Placeholder","Placeholder"
"Texts to use as placeholders for embedded payment fields.","Texts to use as placeholders for embedded payment fields."
"Payment attempts number","Payment attempts number"
"Maximum number of payment retries after a failed payment (between 0 and 9). If blank, the gateway default value is 3.","Maximum number of payment retries after a failed payment (between 0 and 9). If blank, the gateway default value is 3."
"ATTENTION: The payment in installments feature activation is subject to the prior agreement of Société Générale.<br />If you enable this feature while you have not the associated option, an error 10000 – INSTALLMENTS_NOT_ALLOWED or 07 - PAYMENT_CONFIG will occur and the buyer will not be able to pay.","ATTENTION: The payment in installments feature activation is subject to the prior agreement of Société Générale.<br />If you enable this feature while you have not the associated option, an error 10000 – INSTALLMENTS_NOT_ALLOWED or 07 - PAYMENT_CONFIG will occur and the buyer will not be able to pay."
"PAYMENT OPTIONS","ZAHLUNGSOPTIONEN"
"Payment options","Zahlungsoptionen"
"Click on &laquo; Add &raquo; button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Contract: </b>ID of the contract to use with the option.<br /><b>Count: </b>Total number of payments.<br /><b>Period: </b>Delay (in days) between payments.<br /><b>1st payment: </b>Amount of first payment, in percentage of total amount. If empty, all payments will have the same amount.","Klicken Sie auf die Schaltfläche &laquo; Hinzufügen &raquo; um eine oder mehrere Zahlungsoptionen einzustellen.<br /><b>Name: </b>Beschreibung der Mehrfachzahlung.<br /><b>Mindestbetrag: </b>Mindestbetrag um die Option anzubieten.<br /><b>Höchstbetrag: </b>Höchstbetrag um die Option anzubieten.<br /><b>Vertrag: </b>Vertrags ID um die Option zu benutzen.<br /><b>Anzahl: </b>Gesamtanzahl der Raten.<br /><b>Zeitraum: </b>Zeitraum zwischen zwei Raten (in Tagen).<br /><b>1. Zahlung: </b>Betrag der ersten Rate als Prozentsatz des Gesamtbetrags. Falls dies nicht angegeben ist, haben alle Raten den gleichen Betrag."
"Add","Hinzufügen"
"Delete","Löschen"
"Label","Kennzeichnung"
"Min. amount","Mindestbetrag"
"Max. amount","Höchstbetrag"
"Contract","Vertrag"
"Count","Anzahl"
"Period","Zeitraum"
"1st payment","1. Zahlung"
"Gift card types","Art der Geschenkkarten"
"Select the gift card types that can be used for the payment.","Auswahl der Kartenarten, die als Geschenkkarten zur Zahlung benutzt werden können"
"Add cards","Karte hinzufügen"
"Click on button to add one or more new gift cards.<br /><b>Card code: </b>The PayZen exact gift card code.<br /><b>Card label: </b>The label of the new gift card.<br /><b>Card logo: </b>The gift card logo to display on payment method selection page.","Auf die Schaltfläche klicken, um eine oder mehrere Geschenkkarten hinzzufügen.<br /><b>Karten code: </b>PayZen Code der neuen Geschenkkarte.<br /><b>Kartenname: </b>Der Name der neuen Geschenkkarte."
"Card code","Kartencode"
"Card label","Kartenname"
"Card logo","Kartenlogo"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration. This setting is considered only if the buyer uses another CC to complete the payment.","Anzahl der Tage bis zum Einzug der Zahlung. Geben Sie Wert nur, wenn anders PayZen allgemeine Konfiguration. Diese Einstellung gilt nur dann, wenn der Käufer eine andere CC verwendet die Zahlung abzuschließen."
"If manual is selected, you will have to confirm payments manually in your PayZen Back Office. This setting is considered only if the buyer uses another CC to complete the payment.","Bei manueller Eingabe müssen Sie Zahlungen manuell in Ihr PayZen Back Office bestätigen. Diese Einstellung gilt nur dann, wenn der Käufer eine andere CC verwendet die Zahlung abzuschließen."
"Card type selection","Auswahl der Kartentyp"
"Select where card type will be selected by buyer.","Wählen Sie aus wo der Kartentyp von dem Käufer ausgewählt wird."
"On payment gateway","In die Zahlungsschnittstelle"
"On merchant site","In die Händlerwebseite"
"Enable options selection","Erlauben Optionen Auswahl"
"Enable payment options selection on merchant site.","Aktivieren Zahlungsoptionen Auswahl auf Händler-Website."
"Click on Add button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend (the %c, %r and %a patterns will be respectively replaced by payments count, option rate and option amount).<br /><b>Code: </b>The option code as defined in your FacilyPay Oney contract.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Count: </b>Total number of payments.<br /><b>Rate: </b>The interest rate in percentage.","Klicken Sie auf Hinzufügen, um eine oder mehrere Zahlungsoptionen zu konfigurieren.<br /><b> Kennzeichnung: </b> Die Option Etikett auf dem Frontend (% c,% r und% ein Muster bzw. ersetzt werden angezeigt durch Zahlungen zählen, Option Geschwindigkeit und Menge Option).<br /><b>Code: </b>Der Optionscode wie in Ihrem FacilyPay Oney Vertrag definiert.<br /><b>Mindestbetrag: </b> Mindest Betrag die Zahlung Option zu aktivieren.<br /><b>Höchstbetrag: </b> die maximale Menge, die Zahlung Option zu aktivieren.<br /><b> Anzahl: </b>Gesamtzahl der Zahlungen.<br /><b> Preis: </b>Der Zinssatz in Prozent."
"Rate","Preis"
"Code","Code"
"Define amount restriction for each card.","Definieren Menge Beschränkung für jede Karte."
"SEPA direct debit mode","SEPA Direct Debit"
"Select SEPA direct debit mode. Attention, the two last choices require the payment by token option on PayZen.","Bitte wählen Sie SEPA Direct Debit aus. Achtung, die zwei letzten Auswähle ernötigen bei PayZen die Option One Click Payment."
"One-off SEPA direct debit","One-off (einmalig) SEPA"
"Register a recurrent SEPA mandate with direct debit","SEPA Lastschriftmandat für wiederkehrende Zahlungen speichern"
"Register a recurrent SEPA mandate without direct debit","SEPA Lastschriftmandat für einmalige Zahlungen speichern"
"Payment in %s times","Zahlung im %s mal"
"Configure Full CB payment options.<br /><b>Label : </b>The option label to display on the frontend.<br /><b>Min amount: </b>Minimum amount to enable the payment option.<br /><b>Max amount: </b>Maximum amount to enable the payment option.<br /><b>Rate: </b>The interest rate in percentage.<br /><b>Cap: </b>Maximum fees amount of payment option.","Konfigurieren Sie die Full CB-Zahlungsoptionen.<br /><b>Kennzeichnung: </b>Die Option Etikett auf dem Frontend.<br /><b>Mindestbetrag: </b>Mindestbetrag für die Aktivierung der Zahlungsoption.<br /><b>Höchstbetrag: </b>Höchstbetrag für die Aktivierung der Zahlungsoption.<br /><b>Preis: </b>Der Zinssatz in Prozent.<br /><b>Obergrenze: </b>Maximaler Gebührenbetrag der Zahlungsoption."
"Cap", "Obergrenze"
"The configuration of the PayZen module has been successfully reset.","Der Reset der Einstellungen des PayZen Moduls wurde erfolgreich durchgeführt."
"The field &laquo; %1 &raquo; is invalid: please check column &laquo; %2 &raquo; of the option %3 in section &laquo; %4 &raquo;.","Das Feld &laquo; %1 &raquo; ist ungültig: bitte überprüfen Sie die Spalte &laquo; %2 &raquo; der Option %3 in Abschnitt &laquo; %4 &raquo;."
"Invalid value for field &laquo; %1 &raquo; in section &laquo; %2 &raquo;.","Ungültiger Wert für Feld &laquo; %1 &raquo; in Abschnitt &laquo; %2 &raquo;."
"Too many card types are selected.","Zu viele Kartenarten wurden ausgewählt."
"Please configure &laquo; ADDITIONAL OPTIONS &raquo; part of &laquo; PayZen &raquo; section.","Bitte konfigurieren &laquo; ZUSÄTZLICHE OPTIONEN &raquo; Teil &laquo; PayZen &raquo; Abschnitt."
"Please enter a value for &laquo; ALL GROUPS - %1 &raquo; in &laquo; %2 &raquo; section as agreed with Banque Accord.","Bitte geben Sie einen Wert für &laquo; ALLE GRUPPEN -%1 &raquo; in &laquo; %2 &raquo; Schnitt wie bei der Banque Accord vereinbart."
"Customer ID &laquo; %1 &raquo; does not match PayZen specifications.","Kunden-ID &laquo; %1 &raquo; nicht PayZen Spezifikationen entsprechen."
"Product reference &laquo; %1 &raquo; does not match PayZen specifications.","Produktreferenz &laquo; %1 &raquo; nicht PayZen Spezifikationen entsprechen."
"The next order ID  &laquo; %1 &raquo; does not match PayZen specifications.","Der nächste Auftrag ID &laquo; %1 &raquo; nicht PayZen Spezifikationen entsprechen."
"This field must agree to the regular expression %1.","Dieses Feld muss mit dem regulären Ausdruck %1 zustimmen."
"FacilyPay Oney means of payment cannot be used.","Das Zahlungsmittel FacilyPay Oney kann nicht benutzt werden."
"PayPal means of payment cannot be used.","Das Zahlungsmittel PayPal kann nicht benutzt werden."
"Payment Method","Zahlungsmethode"
"Sequence Number","Sequenznummer"
"Transaction Type","Art der Transaktion"
"Amount","Betrag"
"Transaction ID","Transaktionsnummer"
"Transaction UUID","Transaktions-UUID"
"Extra Transaction ID","Externe Referenznummer"
"Transaction Status","Status der Transaktion"
"Means of payment","Zahlungsmittel"
"(card brand chosen by buyer)","(Kartenmarke von Käufer gewählt)"
"(default card brand used)","(standard-Kartenmarke verwendet)"
"Expiration Date","Verfallsdatum"
"Card Number","Kartennummer"
"3DS Authentication","3DS Authentication"
"3DS Certificate","3DS Zertifikat"
"YES","JA"
"NO","NEIN"
"Fraud Control Result:","Fraud Control-Ergebnis:"
"Advanced Risk Assessment Result:","Erweiterte Risikoeinschätzung Ergebnis:"
"Authentication error !","Fehler bei der Authentifizierung !"
"You are not authorized to do this action online. Please, do not forget to update payment in PayZen Back Office.","Sie sind nicht online zu dieser Aktion autorisiert. Bitte vergessen Sie nicht, die Zahlung in PayZen Back Office zu aktualisieren."
"Chargebacks cannot be refunded.","Chargebacks cannot be refunded."
"SOAP extension for PHP must be enabled on the server in order to use PayZen web services.","SOAP extension for PHP must be enabled on the server in order to use PayZen web services."
"OPENSSL extension for PHP must be enabled on the server in order to use PayZen web services.","OPENSSL extension for PHP must be enabled on the server in order to use PayZen web services."
"Refund error","Fehler bei der Rückzahlung"
"Please fix error to refund payments through PayZen. If you want to refund order in Magento, use the &laquo; Refund Offline &raquo; button.","Please fix error to refund payments through PayZen. If you want to refund order in Magento, use the &laquo; Refund Offline &raquo; button."
"Cancellation error","Stornierung Fehler"
"An error has occurred during the cancellation process.","Ein Fehler ist während der Löschung Prozess aufgetreten."
"An error has occurred during the payment review process.","Ein Fehler ist während des Zahlungsüberprüfung Prozess aufgetreten."
"Are you sure you want to validate this order in PayZen gateway?","Bist du sicher, dass Sie diesen Auftrag in PayZen Plattform zu validieren wollen?"
"Validate payment","Bestätigen Sie die Zahlung"
"Payment Review","Payment Review"
"To validate payment","Zahlungsüberblick"
"Validation error","Validierungsfehler"
"Transaction %1 has been validated.","Die Transaktion %1 wurde validiert."
"Payment validated successfully.","Zahlung erfolgreich validiert."
"An error has occurred during the validation process.","Ein Fehler ist während des Validierungsprozesses aufgetreten."
"Please fix this error to use PayZen web services.","Please fix this error to use PayZen web services."
"You will enter payment data after order confirmation.","Sie werden die Zahlungsdaten nach Auftragsbestätigung ein."
"Choose your payment option","Wählen Sie Ihre Zahlungsoption"
"Your payment option","Ihre Zahlungsoption"
"Choose your means of payment","Wählen Sie Ihre Zahlungsmittel"
"Your means of payment","Ihre Zahlungsmittel"
"Pay with PayZen","Bezahlen Sie mit PayZen"
"Pay by gift card","Bezahlen Sie anhand geschenkkarte"
"Pay with Choozeo","Bezahlen Sie mit Choozeo"
"Pay with SEPA","Bezahlen Sie mit SEPA"
"Pay with PayPal","Bezahlen Sie mit PayPal"
"Pay with Full CB","Bezahlen Sie mit Full CB"
"Payment gateway redirection","Bezahlungsplatform weiterleitung"
"Please wait a moment. This page will transfer your data to PayZen payment gateway in a few seconds.","Bitte warten Sie, Sie werden zur PayZen Zahlungsplattform in einigen Sekunden weitergeleitet."
"If nothing happens in 10 seconds, click the button below.","Wenn Sie innerhalb von 10 Sekunden nicht weitergeleitet werden, klicken Sie bitte auf diese Schaltfläche."
"Please wait a moment. Your order payment is now processing.","Bitte warten Sie. Die Zahlung Ihrer Bestellung wird bearbeitet."
"Send","Senden"
"Order not found in session.","Bestellung nicht in dieser Sitzung gefunden."
"Order total is empty.","Der Betrag dieser Bestellung ist leer."
"Order payment already processed.","Die Zahlung dieser Bestellung wurde bereits durchgeführt."
"Client sent to PayZen gateway.","Kunde zur Zahlungsplattform PayZen weitergeleitet."
"CVV","CVV"
"Incorrect credit card number.","Falsche Kreditkartennummer."
"Incorrect credit card CVV.","Falsche KPN der Karte."
"Incorrect credit card expiration date.","Falsches Verfallsdatum."
"Email","Kontakt"
"First Name","Vorname"
"Last Name","Nachname"
"Civility","Anrede"
"Address","Adresse"
"Postcode","PLZ"
"City","Ort"
"Country","Land"
"Telephone","Telefonnummer"
"The field %1 is required for this means of payment.","Das Feld %1 ist für dieses Zahlungsmittel Pflichtfeld."
"The fields %1 are required for this means of payment.","Diese Felder %1 sind für dieses Zahlungsmittel Pflichtfeld."
"billing address","Rechnungsadresse"
"delivery address","Lieferadresse"
"The field %1 of your %2 is invalid.","Feld %1 Ihrer %2 ist ungültig."
"The field %1 of your %2 is mandatory.","Feld %1 Ihrer %2 ist ein Pflichtfeld."
"OR","ODER"
"Click here to pay with your registered means of payment.","Klicken Sie hier mit Ihrer registrierten Zahlungsmittel zu bezahlen."
"You will pay with your registered means of payment %s. No data entry is needed.","Sie werden mit Ihrer registrierten Zahlungsmittel %s bezahlen. Keine Dateneingabe ist erforderlich."
"Click here to pay with another means of payment.","Klicken Sie hier mit einem anderen Zahlungsmittel zu zahlen."
"Shipping Address","Lieferanschrift"
"Shipping Method","Versandart"
"Sorry, no quotes are available for this product configuration.","Leider stehen keine Angebote für diese Produktkonfiguration zur Verfügung."
"Sorry, no quotes are available for this order at this time.","Leider stehen keine Angebote für diese Bestellung zu diesem Zeitpunkt zur Verfügung."
"Cannot add the item to shopping cart.","Der Artikel kann dem Einkaufskorb nicht hinzugefügt werden."
"Cannot pay requested product with &laquo; PayZen Buy now &raquo;.","Kann nicht zahlen angeforderte Produkt mit &laquo; PayZen Jetzt kaufen &raquo;."
"Some of the products you requested are unavailable.","Einige der Produkte Sie nicht erreichbar angefordert werden."
"Some of the products you requested are not available in the desired quantity.","Einige der Produkte von Ihnen angeforderte stehen in der gewünschten Menge nicht zur Verfügung."
"Order amount :","Bestellmenge :"
"Installments","Ratenzahlungen"
"Fees :","Gebühren:"
"Total amount :","Gesamtbetrag :"
"<u><p>GOING INTO PRODUCTION:</u></p> You want to know how to put your shop into production mode, please read chapters &laquo; Proceeding to test phase &raquo; and &laquo; Shifting the shop to production mode &raquo; in the documentation of the module.","<u><p>UMSTELLUNG AUF PRODUKTIONSUMFELD:</u></p> Sie möchten wissen, wie Sie auf Produktionsumfeld umstellen können, bitte lesen Sie die Kapitel &laquo; Weiter zur Testphase &raquo; und &laquo; Verschieben des Shops in den Produktionsumfeld &raquo; in der Dokumentation des Moduls."
"The shop is in maintenance mode.The automatic notification cannot work.","Dieser Shop befindet sich im Wartungsmodus. Es kann keine automatische Benachrichtigung erstellt werden."
"The automatic validation has not worked. Have you correctly set up the notification URL in your PayZen Back Office?","Es konnte keine automatische Benachrichtigung erstellt werden. Bitte prüfen Sie, ob die Benachrichtigung-URL in Ihr PayZen Back Office korrekt eingerichtet ist."
